epoch,train_loss_list,train_acc_list,val_loss_list,val_acc_list,time_elapsed
1,1.1217883309324583,0.5744791666666667,0.7304742395877838,0.72575,0m6s
2,0.6415535120368003,0.7520625,0.5898036859035491,0.7728333333333334,0m12s
3,0.5482199640075366,0.7897291666666667,0.5672486313978831,0.7835,0m18s
4,0.4903160408635934,0.8160833333333334,0.4828443177541097,0.8191666666666667,0m25s
5,0.45283514882127446,0.8322708333333333,0.43400895937283834,0.8378333333333333,0m31s
6,0.42701287783185643,0.8417083333333333,0.4099964540998141,0.8479166666666667,0m37s
7,0.40739358273148535,0.8489791666666666,0.3897407813469569,0.8541666666666666,0m43s
8,0.38752591947217785,0.857,0.3824273710648219,0.8575833333333334,0m49s
9,0.3738895721832911,0.8619375,0.377165638367335,0.8589166666666667,0m56s
10,0.3590867022573948,0.8674375,0.36145050418376923,0.8658333333333333,1m2s
11,0.3492124710182349,0.8705208333333333,0.36340818027655286,0.8658333333333333,1m8s
12,0.33849042329688867,0.8749166666666667,0.34966619733969373,0.86875,1m14s
13,0.32999439162015914,0.8770416666666667,0.3339260829091072,0.8755,1m20s
14,0.3212993971705437,0.8804375,0.3254539048075676,0.8780833333333333,1m26s
15,0.31446375873436533,0.8831875,0.34156697630882266,0.8693333333333333,1m32s
16,0.3071122453510761,0.885625,0.32267403428753216,0.8784166666666666,1m38s
17,0.30100083179026843,0.8885416666666667,0.31288483560085295,0.8809166666666667,1m44s
18,0.2959699489598473,0.8895833333333333,0.31192616460720696,0.8863333333333333,1m50s
19,0.289583193346858,0.8917708333333333,0.319679311533769,0.8800833333333333,1m56s
20,0.28309381228685376,0.8938541666666666,0.30962607579429946,0.8881666666666667,2m2s
21,0.2787576200639208,0.8967708333333333,0.2975480921268463,0.8903333333333333,2m8s
22,0.27368913165728254,0.8986458333333334,0.30401918685436247,0.8889166666666667,2m14s
23,0.2698033403630058,0.8994375,0.29111091052989163,0.8915833333333333,2m20s
24,0.2646545055086414,0.9006875,0.2959315921564897,0.89,2m26s
25,0.2611308391628166,0.9029583333333333,0.2950224892000357,0.8909166666666667,2m32s
