epoch,train_loss_list,train_acc_list,val_loss_list,val_acc_list,time_elapsed
1,1.104257620851199,0.5798958333333334,0.6921307609875997,0.7355,0m6s
2,0.6202522252003352,0.7585,0.5795257103045781,0.7734166666666666,0m12s
3,0.533294355660677,0.7956041666666667,0.5037786229054133,0.8120833333333334,0m18s
4,0.47486782537897426,0.8210208333333333,0.45268129644791283,0.8318333333333333,0m24s
5,0.44049243043363095,0.8354583333333333,0.4260480977694194,0.8464166666666667,0m30s
6,0.4179727218697468,0.8433541666666666,0.42948787061373395,0.84325,0m36s
7,0.3963881831765175,0.8510416666666667,0.3911771521965663,0.8585833333333334,0m42s
8,0.3790174439350764,0.8588541666666667,0.38413742194573086,0.85975,0m48s
9,0.3643427655448516,0.8640208333333333,0.3896524773140748,0.8590833333333333,0m54s
10,0.3505882524972161,0.8675416666666667,0.3630134355425835,0.86225,0m60s
11,0.3390164157251517,0.8737916666666666,0.3685803397893906,0.8625,1m6s
12,0.3305044140194853,0.8760833333333333,0.3405417279005051,0.8740833333333333,1m12s
13,0.3209190512423714,0.8796458333333333,0.32449245312809943,0.8833333333333333,1m18s
14,0.31288476978242397,0.8829375,0.32114060046275456,0.8834166666666666,1m24s
15,0.3065852748428782,0.885,0.3194782115618388,0.8825833333333334,1m30s
16,0.29857377155373493,0.8881666666666667,0.309356222341458,0.8869166666666667,1m35s
17,0.29299840004742145,0.8883958333333334,0.31236115157604216,0.88775,1m41s
18,0.28560721296817065,0.893,0.30857540837923686,0.8886666666666667,1m47s
19,0.28043879628553986,0.8945833333333333,0.3008498805661996,0.8918333333333334,1m53s
20,0.2757551589074234,0.8963333333333333,0.30057653338710466,0.8875,1m59s
21,0.2712751684784889,0.89825,0.29490697479744754,0.8911666666666667,2m5s
22,0.26608440435429415,0.8997916666666667,0.28970100128650667,0.8933333333333333,2m11s
23,0.2610509452794989,0.9007916666666667,0.2910619520445665,0.8944166666666666,2m17s
24,0.2562590999652942,0.9048125,0.2915746262967587,0.8920833333333333,2m23s
25,0.25207941742862267,0.9047291666666667,0.2936042878528436,0.8923333333333333,2m29s
26,0.24760735234742362,0.906,0.29177772503097854,0.8909166666666667,2m35s
27,0.2436231441994508,0.9079583333333333,0.28164520480235417,0.8939166666666667,2m41s
28,0.2389297905912002,0.9101458333333333,0.29352762073278427,0.8921666666666667,2m46s
29,0.23693655935799082,0.9106458333333334,0.28572376015534,0.89525,2m52s
30,0.23252557118361195,0.912125,0.2782794166505337,0.8995,2m58s
31,0.22789861079553764,0.9135208333333333,0.28544416898489,0.8978333333333334,3m4s
32,0.22488297111044328,0.915125,0.27630256076157095,0.90125,3m10s
33,0.22157970604052146,0.9166666666666666,0.29045315785209336,0.8943333333333333,3m17s
34,0.21729020219792922,0.9175416666666667,0.3003794479370117,0.8940833333333333,3m23s
35,0.21418367623041074,0.9185833333333333,0.2787507357299328,0.8975,3m29s
36,0.21019019724925359,0.9202916666666666,0.27133654267092544,0.9024166666666666,3m35s
37,0.2086046324937294,0.9215416666666667,0.2776836152275403,0.9025,3m40s
38,0.20327848582466443,0.9225,0.29107707806924976,0.8935,3m46s
39,0.20112508335709572,0.9232708333333334,0.2699425106694301,0.903,3m52s
40,0.19795556550348797,0.9255416666666667,0.2866737768451373,0.8971666666666667,3m58s
41,0.1937983056884259,0.92575,0.2775170509169499,0.8998333333333334,4m4s
42,0.19102089606287578,0.9280208333333333,0.28539704229931034,0.8963333333333333,4m10s
43,0.187477810172985,0.9287083333333334,0.28059640698134897,0.8989166666666667,4m16s
44,0.18443771015418073,0.93,0.2751814716955026,0.9044166666666666,4m22s
45,0.181472014905264,0.9312083333333333,0.2825883749922117,0.9021666666666667,4m28s
46,0.17921188153373077,0.9316666666666666,0.2730198191752036,0.9060833333333334,4m33s
47,0.17491163800346354,0.933875,0.2727017591098944,0.9048333333333334,4m39s
48,0.1718394323742638,0.9345,0.28649253271520136,0.9015833333333333,4m45s
49,0.16946349719290932,0.9350416666666667,0.274974377249678,0.9065,4m51s
50,0.16622843081814548,0.9373541666666667,0.2828416338364283,0.90425,4m57s
